run_id,model,method,task,question_id,signature,corrected_f1,corrected_precision,corrected_recall,predicted_count,ground_truth_count,recovery
full-deepseek-v4-flash-tier3-task7-codeact-x100-r03,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x100-r04,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.7499999999999999,1.0,0.6,3,5,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x100-r04,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-deepseek-v4-flash-tier3-task7-codeact-x100-r04,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-deepseek-v4-flash-tier3-task7-codeact-x100-r04,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x100-r04,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,codeact-answer-line
full-deepseek-v4-flash-tier3-task7-codeact-x100-r05,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.7499999999999999,1.0,0.6,3,5,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x100-r05,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-deepseek-v4-flash-tier3-task7-codeact-x100-r05,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x100-r05,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x100-r05,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,codeact-answer-line
full-deepseek-v4-flash-tier3-task7-codeact-x500-r01,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.8,1.0,0.6666666666666666,4,6,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x500-r01,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x500-r01,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x500-r01,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-deepseek-v4-flash-tier3-task7-codeact-x500-r01,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,exact,1.0,1.0,1.0,8,8,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x500-r03,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,empty answer,0.0,0.0,0.0,0,6,codeact-answer-line
full-deepseek-v4-flash-tier3-task7-codeact-x500-r03,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,omissions only,0.7499999999999999,1.0,0.6,3,5,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x500-r03,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,omissions only,0.888888888888889,1.0,0.8,4,5,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x500-r03,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-deepseek-v4-flash-tier3-task7-codeact-x500-r03,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,exact,1.0,1.0,1.0,8,8,codeact-answer-line
full-deepseek-v4-flash-tier3-task7-codeact-x500-r04,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.8,1.0,0.6666666666666666,4,6,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x500-r04,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x500-r04,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,omissions only,0.888888888888889,1.0,0.8,4,5,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x500-r04,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-deepseek-v4-flash-tier3-task7-codeact-x500-r04,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,exact,1.0,1.0,1.0,8,8,codeact-answer-line
full-deepseek-v4-flash-tier3-task7-codeact-x500-r05,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.8,1.0,0.6666666666666666,4,6,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x500-r05,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x500-r05,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-codeact-x500-r05,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-deepseek-v4-flash-tier3-task7-codeact-x500-r05,DeepSeek V4 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,exact,1.0,1.0,1.0,8,8,codeact-historical-transcript
full-deepseek-v4-flash-tier3-task7-llm-x500-r01,DeepSeek V4 Flash,llm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.2857142857142857,1.0,0.16666666666666666,1,6,aggregate-contingency-bounds
full-deepseek-v4-flash-tier3-task7-llm-x500-r02,DeepSeek V4 Flash,llm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.2857142857142857,1.0,0.16666666666666666,1,6,aggregate-contingency-bounds
full-deepseek-v4-flash-tier3-task7-llm-x500-r03,DeepSeek V4 Flash,llm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.2857142857142857,1.0,0.16666666666666666,1,6,aggregate-contingency-bounds
full-deepseek-v4-flash-tier3-task7-llm-x500-r04,DeepSeek V4 Flash,llm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.2857142857142857,1.0,0.16666666666666666,1,6,aggregate-contingency-bounds
full-deepseek-v4-flash-tier3-task7-llm-x500-r05,DeepSeek V4 Flash,llm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.2857142857142857,1.0,0.16666666666666666,1,6,aggregate-contingency-bounds
full-deepseek-v4-flash-tier3-task7-rlm-x100-r01,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.7499999999999999,1.0,0.6,3,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r01,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-x100-r01,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r01,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r01,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-x100-r02,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.7499999999999999,1.0,0.6,3,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r02,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-x100-r02,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,mixed omissions and extras,0.0,0.0,0.0,2,5,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-x100-r02,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r02,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r03,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.7499999999999999,1.0,0.6,3,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r03,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r03,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r03,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r03,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-x100-r04,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.7499999999999999,1.0,0.6,3,5,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-x100-r04,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r04,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,empty answer,0.0,0.0,0.0,0,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r04,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-x100-r04,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r05,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,empty answer,0.0,0.0,0.0,0,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r05,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r05,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r05,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x100-r05,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,empty answer,0.0,0.0,0.0,0,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r01,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.8,1.0,0.6666666666666666,4,6,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r01,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-x500-r01,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r01,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r01,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,exact,1.0,1.0,1.0,8,8,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r02,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.8,1.0,0.6666666666666666,4,6,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r02,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r02,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r02,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r02,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,exact,1.0,1.0,1.0,8,8,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r03,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.9090909090909091,1.0,0.8333333333333334,5,6,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-x500-r03,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r03,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r03,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r03,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,exact,1.0,1.0,1.0,8,8,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r04,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.8,1.0,0.6666666666666666,4,6,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r04,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,empty answer,0.0,0.0,0.0,0,5,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-x500-r04,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r04,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r04,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,exact,1.0,1.0,1.0,8,8,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-x500-r05,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.8,1.0,0.6666666666666666,4,6,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r05,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r05,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-x500-r05,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-x500-r05,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,exact,1.0,1.0,1.0,8,8,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r01,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.9924242424242424,1.0,0.9849624060150376,131,133,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r01,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,extra selections only,0.6956521739130436,0.5333333333333333,1.0,120,64,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r01,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,extra selections only,0.4725274725274725,0.30935251798561153,1.0,139,43,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r01,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,mixed omissions and extras,0.9945553539019963,0.9927536231884058,0.9963636363636363,276,275,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r01,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,mixed omissions and extras,0.0,0.0,0.0,3,2067,rlm-final-answer-box-wrapped-historical-answer
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r02,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,mixed omissions and extras,0.11180124223602485,0.32142857142857145,0.06766917293233082,28,133,rlm-final-answer-box-wrapped-historical-answer
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r02,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,omissions only,0.9921259842519685,1.0,0.984375,63,64,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r02,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,extra selections only,0.44791666666666674,0.28859060402684567,1.0,149,43,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r02,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,omissions only,0.9981785063752276,1.0,0.9963636363636363,274,275,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r02,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,mixed omissions and extras,0.4082098061573546,0.9521276595744681,0.2597968069666183,564,2067,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r03,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,mixed omissions and extras,0.5602240896358545,0.44642857142857145,0.7518796992481203,224,133,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r03,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,64,64,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r03,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,extra selections only,0.44791666666666674,0.28859060402684567,1.0,149,43,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r03,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,extra selections only,0.9166666666666666,0.8461538461538461,1.0,325,275,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r03,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,mixed omissions and extras,0.9532623785284591,0.9135254988913526,0.9966134494436382,2255,2067,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r04,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.8484848484848484,1.0,0.7368421052631579,98,133,rlm-final-call
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r04,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,mixed omissions and extras,0.9402985074626866,0.9,0.984375,70,64,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r04,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,extra selections only,0.945054945054945,0.8958333333333334,1.0,48,43,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r04,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,mixed omissions and extras,0.9945553539019963,0.9927536231884058,0.9963636363636363,276,275,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r04,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,mixed omissions and extras,0.9385805277525021,0.8857878917990554,0.9980648282535075,2329,2067,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r05,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.9924242424242424,1.0,0.9849624060150376,131,133,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r05,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,extra selections only,0.927536231884058,0.8648648648648649,1.0,74,64,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r05,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,extra selections only,0.44791666666666674,0.28859060402684567,1.0,149,43,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r05,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,mixed omissions and extras,0.9945553539019963,0.9927536231884058,0.9963636363636363,276,275,rlm-final-answer-box-wrapped
full-deepseek-v4-flash-tier3-task7-rlm-xfull-r05,DeepSeek V4 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,mixed omissions and extras,0.9990319457889641,0.9995157384987894,0.9985486211901307,2065,2067,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task10-codeact-x100-r01,Gemini 3.7 Flash,codeact,tier3/task10,rxh-t3-task10-ester-hydrolysis-deprotection-with-oh,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task10-codeact-x100-r01,Gemini 3.7 Flash,codeact,tier3/task10,rxh-t3-task10-mitsunobu-reaction-family,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task10-codeact-x100-r01,Gemini 3.7 Flash,codeact,tier3/task10,rxh-t3-task10-wittig-olefination,exact,1.0,1.0,1.0,1,1,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task10-codeact-x100-r01,Gemini 3.7 Flash,codeact,tier3/task10,rxh-t3-task10-knoevenagel-aldol-condensation,omissions only,0.888888888888889,1.0,0.8,4,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task10-codeact-x100-r01,Gemini 3.7 Flash,codeact,tier3/task10,rxh-t3-task10-azide-alkyne-huisgen-cycloaddition,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task10-codeact-x100-r02,Gemini 3.7 Flash,codeact,tier3/task10,rxh-t3-task10-ester-hydrolysis-deprotection-with-oh,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task10-codeact-x100-r02,Gemini 3.7 Flash,codeact,tier3/task10,rxh-t3-task10-mitsunobu-reaction-family,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task10-codeact-x100-r02,Gemini 3.7 Flash,codeact,tier3/task10,rxh-t3-task10-wittig-olefination,exact,1.0,1.0,1.0,1,1,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task10-codeact-x100-r02,Gemini 3.7 Flash,codeact,tier3/task10,rxh-t3-task10-knoevenagel-aldol-condensation,omissions only,0.888888888888889,1.0,0.8,4,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task10-codeact-x100-r02,Gemini 3.7 Flash,codeact,tier3/task10,rxh-t3-task10-azide-alkyne-huisgen-cycloaddition,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
